id,name,smiles,mw,logp,tpsa,hbd,hba,rotbonds,status,reason,pdbqt
CHEMBL1200880,DIPHEMANIL METHYLSULFATE,C[N+]1(C)CCC(=C(c2ccccc2)c2ccccc2)CC1,278.19,4.36,0.0,0,0,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200880.pdbqt
CHEMBL1200881,MINOCYCLINE HYDROCHLORIDE,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,457.18,0.19,164.6,5,9,3,FAIL,MW=457.18; TPSA=164.6; HBD=5; HBA=9,
CHEMBL1200883,THONZONIUM BROMIDE,CCCCCCCCCCCCCCCC[N+](C)(C)CCN(Cc1ccc(OC)cc1)c1ncccn1,511.44,8.05,38.2,0,4,22,FAIL,MW=511.44; LogP=8.05; RotB=22,
CHEMBL1200885,ALOSETRON HYDROCHLORIDE,Cc1[nH]cnc1CN1CCc2c(c3ccccc3n2C)C1=O,294.15,2.41,53.9,1,2,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200885.pdbqt
CHEMBL1200887,TRIMETHOBENZAMIDE HYDROCHLORIDE,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,388.2,2.58,69.3,1,6,10,FAIL,RotB=10,
CHEMBL1200890,OXYCODONE HYDROCHLORIDE,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314,315.15,1.05,59.0,1,5,1,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200890.pdbqt
CHEMBL1200891,OXYPHENCYCLIMINE HYDROCHLORIDE,CN1CCCN=C1COC(=O)C(O)(c1ccccc1)C1CCCCC1,344.21,2.73,62.1,1,5,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200891.pdbqt
CHEMBL1200893,PROTOKYLOL HYDROCHLORIDE,CC(Cc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(O)c1,331.14,2.08,91.2,4,6,6,FAIL,TPSA=91.2; HBD=4,
CHEMBL1200895,PHENELZINE SULFATE,NNCCc1ccccc1,136.1,0.69,38.0,2,2,3,FAIL,MW=136.1,
CHEMBL1200896,DINOPROST TROMETHAMINE,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H](O)C[C@H]1O,354.24,3.04,98.0,4,4,12,FAIL,TPSA=98.0; HBD=4; RotB=12,
CHEMBL1200899,TYROPANOATE SODIUM,CCCC(=O)Nc1c(I)cc(I)c(CC(CC)C(=O)O)c1I,640.84,4.89,66.4,2,2,7,FAIL,MW=640.84,
CHEMBL1200901,HALOFANTRINE HYDROCHLORIDE,CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12,499.17,8.64,23.5,1,2,10,FAIL,MW=499.17; LogP=8.64; RotB=10,
CHEMBL1200903,SECOBARBITAL SODIUM,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,238.13,1.35,75.3,2,3,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200903.pdbqt
CHEMBL1200904,SELEGILINE HYDROCHLORIDE,C#CCN(C)[C@H](C)Cc1ccccc1,187.14,2.18,3.2,0,1,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200904.pdbqt
CHEMBL1200906,OXYPHENONIUM BROMIDE,CC[N+](C)(CC)CCOC(=O)C(O)(c1ccccc1)C1CCCCC1,348.25,3.48,46.5,1,3,8,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200906.pdbqt
CHEMBL1200907,TRILOSTANE,C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O,329.2,3.47,76.8,2,4,0,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200907.pdbqt
CHEMBL1200908,HALOBETASOL PROPIONATE,CCC(=O)O[C@]1(C(=O)CCl)[C@@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,484.18,4.05,80.7,1,5,4,FAIL,MW=484.18,
CHEMBL1200909,PREDNISOLONE TEBUTATE,CC(C)(C)CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,458.27,3.54,100.9,2,6,4,FAIL,MW=458.27; TPSA=100.9,
CHEMBL1200910,SULFISOXAZOLE ACETYL,CC(=O)N(c1onc(C)c1C)S(=O)(=O)c1ccc(N)cc1,309.08,1.62,106.5,1,6,3,FAIL,TPSA=106.5,
CHEMBL1200912,PHENTERMINE HYDROCHLORIDE,CC(C)(N)Cc1ccccc1,149.12,1.97,26.0,1,1,2,FAIL,MW=149.12,
CHEMBL1200914,TAMSULOSIN HYDROCHLORIDE,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,408.17,2.34,99.9,2,6,11,FAIL,TPSA=99.9; RotB=11,
CHEMBL1200916,THIORIDAZINE HYDROCHLORIDE,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,370.15,5.89,6.5,0,4,4,FAIL,LogP=5.89,
CHEMBL1200920,ISOETHARINE HYDROCHLORIDE,CCC(NC(C)C)C(O)c1ccc(O)c(O)c1,239.15,1.91,72.7,4,4,5,FAIL,HBD=4,
CHEMBL1200922,MEBUTAMATE,CCC(C)C(C)(COC(N)=O)COC(N)=O,232.14,1.23,104.6,2,4,6,FAIL,TPSA=104.6,
CHEMBL1200925,"POTASSIUM PHOSPHATE, MONOBASIC",O=P(O)(O)O,97.98,-0.93,77.8,3,1,0,FAIL,MW=97.98; LogP=-0.93,
CHEMBL1200927,DEXCHLORPHENIRAMINE MALEATE,CN(C)CC[C@@H](c1ccc(Cl)cc1)c1ccccn1,274.12,3.82,16.1,0,2,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200927.pdbqt
CHEMBL1200928,ZINC ACETATE ANHYDROUS,CC(=O)O,60.02,0.09,37.3,1,1,0,FAIL,MW=60.02,
CHEMBL1200929,ZINC SULFATE,O=S(=O)(O)O,97.97,-0.65,74.6,2,2,0,FAIL,MW=97.97; LogP=-0.65,
CHEMBL1200930,RABEPRAZOLE SODIUM,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C,359.13,2.99,83.1,1,5,8,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200930.pdbqt
CHEMBL1200932,IOPAMIDOL,C[C@H](O)C(=O)Nc1c(I)c(C(=O)NC(CO)CO)c(I)c(C(=O)NC(CO)CO)c1I,776.85,-1.01,188.4,8,8,10,FAIL,MW=776.85; LogP=-1.01; TPSA=188.4; HBD=8; HBA=8; RotB=10,
CHEMBL1200933,HEXAFLUORENIUM BROMIDE,C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21,502.33,8.24,0.0,0,0,9,FAIL,MW=502.33; LogP=8.24; RotB=9,
CHEMBL1200934,NORGESTIMATE,C#C[C@]1(OC(C)=O)CC[C@H]2[C@@H]3CCC4=C/C(=N/O)CC[C@@H]4[C@H]3CC[C@@]21CC,369.23,4.71,58.9,1,4,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200934.pdbqt
CHEMBL1200935,DARIFENACIN HYDROBROMIDE,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1,426.23,3.96,55.6,1,3,7,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200935.pdbqt
CHEMBL1200936,PENICILLIN G PROCAINE,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,334.1,0.86,86.7,2,4,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200936.pdbqt
CHEMBL1200937,DALFOPRISTIN,CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)[C@@H]12,690.33,2.27,176.4,2,11,7,FAIL,MW=690.33; TPSA=176.4; HBA=11,
CHEMBL1200938,METHYSERGIDE MALEATE,CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,353.21,1.94,57.5,2,3,4,FAIL,PAINS,
CHEMBL1200939,AMMONIUM CHLORIDE,N,17.03,0.16,35.0,1,1,0,FAIL,MW=17.03,
CHEMBL1200940,METOCLOPRAMIDE HYDROCHLORIDE,CCN(CC)CCNC(=O)c1cc(Cl)c(N)cc1OC,299.14,2.0,67.6,2,4,7,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200940.pdbqt
CHEMBL1200941,THIAMINE HYDROCHLORIDE,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,265.11,0.61,75.9,2,5,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200941.pdbqt
CHEMBL1200944,SULBACTAM SODIUM,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,233.04,-0.79,91.8,1,4,1,FAIL,LogP=-0.79; TPSA=91.8,
CHEMBL1200945,PENTETATE CALCIUM TRISODIUM,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,393.14,-2.68,196.2,5,8,16,FAIL,LogP=-2.68; TPSA=196.2; HBD=5; HBA=8; RotB=16,
CHEMBL1200946,NANDROLONE DECANOATE,CCCCCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C,428.33,7.18,43.4,0,3,9,FAIL,LogP=7.18; RotB=9,
CHEMBL1200947,METIPRANOLOL HYDROCHLORIDE,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,309.19,2.27,67.8,2,5,7,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200947.pdbqt
CHEMBL1200948,TRIMIPRAMINE MALEATE,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,294.21,4.12,6.5,0,2,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200948.pdbqt
CHEMBL1200949,BETAZOLE HYDROCHLORIDE,NCCc1cc[nH]n1,111.08,-0.09,54.7,2,2,2,FAIL,MW=111.08,
CHEMBL1200950,CLIDINIUM BROMIDE,C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2,352.19,2.7,46.5,1,3,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200950.pdbqt
CHEMBL1200951,FLUPHENAZINE ENANTHATE,CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,549.26,6.83,36.0,0,6,12,FAIL,MW=549.26; LogP=6.83; RotB=12,
CHEMBL1200952,METHAMPHETAMINE HYDROCHLORIDE,CN[C@@H](C)Cc1ccccc1,149.12,1.84,12.0,1,1,3,FAIL,MW=149.12,
CHEMBL1200953,HYDROCORTISONE PROBUTATE,CCCC(=O)O[C@]1(C(=O)COC(=O)CC)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C,488.28,4.09,107.0,1,7,7,FAIL,MW=488.28; TPSA=107.0,
CHEMBL1200955,MYCOPHENOLATE MOFETIL HYDROCHLORIDE,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,433.21,2.52,94.5,1,8,9,FAIL,TPSA=94.5; HBA=8; RotB=9,
CHEMBL1200959,METHDILAZINE,CN1CCC(CN2c3ccccc3Sc3ccccc32)C1,296.13,4.24,6.5,0,3,2,FAIL,PAINS,
CHEMBL1200961,BROMPHENIRAMINE MALEATE,CN(C)CCC(c1ccc(Br)cc1)c1ccccn1,318.07,3.93,16.1,0,2,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200961.pdbqt
CHEMBL1200962,CEFEPIME HYDROCHLORIDE,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,481.13,0.05,147.2,3,9,7,FAIL,MW=481.13; TPSA=147.2; HBA=9,
CHEMBL1200963,BIMATOPROST,CCNC(=O)CCC/C=C\C[C@@H]1[C@@H](/C=C/[C@@H](O)CCc2ccccc2)[C@H](O)C[C@@H]1O,415.27,3.15,89.8,4,4,12,FAIL,HBD=4; RotB=12,
CHEMBL1200964,AMITRIPTYLINE HYDROCHLORIDE,CN(C)CCC=C1c2ccccc2CCc2ccccc21,277.18,4.17,3.2,0,1,3,FAIL,PAINS,
CHEMBL1200965,BACAMPICILLIN HYDROCHLORIDE,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1(C)C,465.16,1.3,137.3,2,9,7,FAIL,MW=465.16; TPSA=137.3; HBA=9,
CHEMBL1200967,BROMODIPHENHYDRAMINE HYDROCHLORIDE,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,333.07,4.12,12.5,0,2,6,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200967.pdbqt
CHEMBL1200968,HYDROCORTISONE SODIUM PHOSPHATE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,442.18,1.9,141.4,4,6,4,FAIL,TPSA=141.4; HBD=4,
CHEMBL1200969,DUTASTERIDE,C[C@]12C=CC(=O)N[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C(=O)Nc3cc(C(F)(F)F)ccc3C(F)(F)F)CC[C@@H]12,528.22,6.58,58.2,2,2,2,FAIL,MW=528.22; LogP=6.58,
CHEMBL1200970,ETHOPROPAZINE HYDROCHLORIDE,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,312.17,5.02,6.5,0,3,5,FAIL,LogP=5.02,
CHEMBL1200971,CEPHALOGLYCIN,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,405.1,-0.01,139.0,3,7,6,FAIL,TPSA=139.0,
CHEMBL1200972,CHLOPHEDIANOL HYDROCHLORIDE,CN(C)CCC(O)(c1ccccc1)c1ccccc1Cl,289.12,3.53,23.5,1,2,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200972.pdbqt
CHEMBL1200973,ESTRADIOL CYPIONATE,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,396.27,6.13,46.5,1,3,4,FAIL,LogP=6.13,
CHEMBL1200974,CARBINOXAMINE MALEATE,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1,290.12,3.4,25.4,0,3,6,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200974.pdbqt
CHEMBL1200975,CLOCORTOLONE PIVALATE,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,494.22,4.6,80.7,1,5,3,FAIL,MW=494.22,
CHEMBL1200976,IDARUBICIN HYDROCHLORIDE,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](N)[C@H](O)[C@H](C)O2)C1)C(=O)c1ccccc1C3=O,497.17,1.02,176.6,5,10,3,FAIL,MW=497.17; TPSA=176.6; HBD=5; HBA=10,
CHEMBL1200977,MILRINONE LACTATE,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,211.07,1.62,69.5,1,3,1,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200977.pdbqt
CHEMBL1200979,DEXPANTHENOL,CC(C)(CO)[C@@H](O)C(=O)NCCCO,205.13,-1.14,89.8,4,4,6,FAIL,LogP=-1.14; HBD=4,
CHEMBL1200980,ESTROPIPATE,C[C@]12CC[C@@H]3c4ccc(OS(=O)(=O)O)cc4CC[C@H]3[C@@H]1CCC2=O,350.12,3.29,80.7,1,4,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200980.pdbqt
CHEMBL1200981,EPIRUBICIN HYDROCHLORIDE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,543.17,0.0,206.1,6,12,5,FAIL,MW=543.17; TPSA=206.1; HBD=6; HBA=12,
CHEMBL1200982,BUTABARBITAL SODIUM,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,212.12,0.79,75.3,2,3,3,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200982.pdbqt
CHEMBL1200984,AMLODIPINE MALEATE,CCOC(=O)C1=C(COCCN)NC(C)=C(C(=O)OC)C1c1ccccc1Cl,408.15,2.27,99.9,2,7,8,FAIL,TPSA=99.9,
CHEMBL1200985,CEFTIBUTEN DIHYDRATE,Nc1nc(/C(=C/CC(=O)O)C(=O)N[C@@H]2C(=O)N3C(C(=O)O)=CCS[C@H]23)cs1,410.04,-0.05,162.9,4,8,6,FAIL,TPSA=162.9; HBD=4; HBA=8,
CHEMBL1200986,HALOPERIDOL DECANOATE,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,529.28,8.12,46.6,0,4,15,FAIL,MW=529.28; LogP=8.12; RotB=15,
CHEMBL1200987,EPROSARTAN MESYLATE,CCCCc1ncc(/C=C(\Cc2cccs2)C(=O)O)n1Cc1ccc(C(=O)O)cc1,424.15,4.74,92.4,2,4,10,FAIL,TPSA=92.4; RotB=10,
CHEMBL1200988,METHANTHELINE BROMIDE,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21,340.19,3.95,35.5,0,3,6,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1200988.pdbqt
CHEMBL1200989,ALCLOMETASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,520.22,3.94,107.0,1,7,6,FAIL,MW=520.22; TPSA=107.0,
CHEMBL1200991,CARBENICILLIN INDANYL SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O,494.15,2.5,113.0,2,6,6,FAIL,MW=494.15; TPSA=113.0,
CHEMBL1200993,GALLAMINE TRIETHIODIDE,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC,510.46,5.45,27.7,0,3,21,FAIL,MW=510.46; LogP=5.45; RotB=21,
CHEMBL1201000,NITROFURANTOIN SODIUM,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,238.03,0.07,118.1,1,6,3,FAIL,TPSA=118.1,
CHEMBL1201001,MECHLORETHAMINE HYDROCHLORIDE,CN(CCCl)CCCl,155.03,1.4,3.2,0,1,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1201001.pdbqt
CHEMBL1201002,CARTEOLOL HYDROCHLORIDE,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2,292.18,1.7,70.6,3,4,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1201002.pdbqt
CHEMBL1201003,ELETRIPTAN HYDROBROMIDE,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,382.17,3.82,53.2,1,3,6,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1201003.pdbqt
CHEMBL1201005,CEFONICID SODIUM,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)[C@H](O)c3ccccc3)C(=O)N12,542.03,-0.92,204.9,4,11,9,FAIL,MW=542.03; LogP=-0.92; TPSA=204.9; HBD=4; HBA=11; RotB=9,
CHEMBL1201006,PYRILAMINE MALEATE,COc1ccc(CN(CCN(C)C)c2ccccn2)cc1,285.18,2.66,28.6,0,4,7,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1201006.pdbqt
CHEMBL1201010,FLUDROCORTISONE ACETATE,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,422.21,2.44,100.9,2,6,3,FAIL,TPSA=100.9,
CHEMBL1201011,QUINAPRIL HYDROCHLORIDE,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,438.22,2.57,95.9,2,5,9,FAIL,TPSA=95.9; RotB=9,
CHEMBL1201012,FLURANDRENOLIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,436.23,2.5,93.1,2,6,2,FAIL,TPSA=93.1,
CHEMBL1201013,OLSALAZINE SODIUM,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,302.05,2.91,139.8,4,6,4,FAIL,TPSA=139.8; HBD=4,
CHEMBL1201014,PREDNISOLONE SODIUM PHOSPHATE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,440.16,1.67,141.4,4,6,4,FAIL,TPSA=141.4; HBD=4,
CHEMBL1201015,ALUMINUM ACETATE,CC(=O)O,60.02,0.09,37.3,1,1,0,FAIL,MW=60.02,
CHEMBL1201016,CEFPODOXIME PROXETIL,COCC1=C(C(=O)OC(C)OC(=O)OC(C)C)N2C(=O)[C@@H](NC(=O)/C(=N\OC)c3csc(N)n3)[C@H]2SC1,557.13,0.83,181.0,2,14,10,FAIL,MW=557.13; TPSA=181.0; HBA=14; RotB=10,
CHEMBL1201018,CEFACLOR,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,367.04,0.62,112.7,3,5,4,FAIL,TPSA=112.7,
CHEMBL1201019,CEFTIZOXIME SODIUM,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12)c1csc(N)n1,383.04,-0.56,147.2,3,9,5,FAIL,LogP=-0.56; TPSA=147.2; HBA=9,
CHEMBL1201020,DISOPYRAMIDE PHOSPHATE,CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,339.23,3.36,59.2,1,3,8,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1201020.pdbqt
CHEMBL1201022,PHENAZOPYRIDINE HYDROCHLORIDE,Nc1ccc(/N=N/c2ccccc2)c(N)n1,213.1,2.66,89.6,2,5,2,FAIL,PAINS,
CHEMBL1201023,ORPHENADRINE HYDROCHLORIDE,Cc1ccccc1C(OCCN(C)C)c1ccccc1,269.18,3.66,12.5,0,2,6,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1201023.pdbqt
CHEMBL1201027,GLYCOPYRRONIUM BROMIDE,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,318.21,2.46,46.5,1,3,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1201027.pdbqt
CHEMBL1201032,RIZATRIPTAN BENZOATE,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,269.16,1.91,49.7,1,3,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1201032.pdbqt
CHEMBL1201033,IPODATE SODIUM,CN(C)/C=N/c1c(I)cc(I)c(CCC(=O)O)c1I,597.81,3.74,52.9,1,2,5,FAIL,MW=597.81,
CHEMBL1201035,BIPERIDEN HYDROCHLORIDE,OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,311.22,3.96,23.5,1,2,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1201035.pdbqt
CHEMBL1201037,EFLORNITHINE HYDROCHLORIDE,NCCCC(N)(C(=O)O)C(F)F,182.09,-0.23,89.3,3,3,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1201037.pdbqt
CHEMBL1201038,ACRISORCIN,CCCCCCc1ccc(O)cc1O,194.13,3.22,40.5,2,2,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1201038.pdbqt
CHEMBL1201039,BENZTHIAZIDE,NS(=O)(=O)c1cc2c(cc1Cl)N=C(CSCc1ccccc1)NS2(=O)=O,430.98,2.24,118.7,2,6,5,FAIL,TPSA=118.7,
CHEMBL1201041,AZLOCILLIN SODIUM,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCNC3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,461.14,0.09,148.1,4,6,5,FAIL,MW=461.14; TPSA=148.1; HBD=4,
CHEMBL1201042,ETIDRONATE DISODIUM,CC(O)(P(=O)(O)O)P(=O)(O)O,205.97,-0.99,135.3,5,3,2,FAIL,LogP=-0.99; TPSA=135.3; HBD=5,
CHEMBL1201043,CEPHAPIRIN SODIUM,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1,423.06,0.48,125.9,2,8,7,FAIL,TPSA=125.9; HBA=8,
CHEMBL1201044,DAPIPRAZOLE HYDROCHLORIDE,Cc1ccccc1N1CCN(CCc2nnc3n2CCCC3)CC1,325.23,2.29,37.2,0,4,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1201044.pdbqt
CHEMBL1201045,ACETRIZOATE SODIUM,CC(=O)Nc1c(I)cc(I)c(C(=O)O)c1I,556.75,3.16,66.4,2,2,2,FAIL,MW=556.75,
CHEMBL1201046,CEFORANIDE,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12,519.1,-0.71,193.6,4,10,10,FAIL,MW=519.1; LogP=-0.71; TPSA=193.6; HBD=4; HBA=10; RotB=10,
CHEMBL1201047,ANILERIDINE HYDROCHLORIDE,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,352.22,3.41,55.6,1,4,6,FAIL,PAINS,
CHEMBL1201048,DROMOSTANOLONE PROPIONATE,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)[C@H](C)C[C@]4(C)[C@H]3CC[C@]12C,360.27,5.17,43.4,0,3,2,FAIL,LogP=5.17,
CHEMBL1201049,ECONAZOLE NITRATE,Clc1ccc(COC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1,380.02,5.8,27.1,0,2,6,FAIL,LogP=5.8,
CHEMBL1201050,PEMIROLAST POTASSIUM,Cc1cccn2c(=O)c(-c3nnn[nH]3)cnc12,228.08,0.18,88.8,1,5,1,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL1201050.pdbqt
