id,name,smiles,mw,logp,tpsa,hbd,hba,rotbonds,status,reason,pdbqt
CHEMBL2,PRAZOSIN,COc1cc2nc(N3CCN(C(=O)c4ccco4)CC3)nc(N)c2cc1OC,383.16,1.78,107.0,1,8,4,FAIL,TPSA=107.0; HBA=8,
CHEMBL3,NICOTINE,CN1CCC[C@H]1c1cccnc1,162.12,1.85,16.1,0,2,1,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL3.pdbqt
CHEMBL4,OFLOXACIN,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,361.14,1.54,75.0,1,5,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL4.pdbqt
CHEMBL5,NALIDIXIC ACID,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,232.08,1.42,72.2,1,3,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL5.pdbqt
CHEMBL6,INDOMETHACIN,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,357.08,3.93,68.5,1,3,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL6.pdbqt
CHEMBL403,SULBACTAM,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,233.04,-0.79,91.8,1,4,1,FAIL,LogP=-0.79; TPSA=91.8,
CHEMBL404,TAZOBACTAM,C[C@]1(Cn2ccnn2)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,300.05,-1.52,122.5,1,6,3,FAIL,LogP=-1.52; TPSA=122.5,
CHEMBL8,CIPROFLOXACIN,O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,331.13,1.58,74.6,2,4,3,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL8.pdbqt
CHEMBL9,NORFLOXACIN,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,319.13,1.27,74.6,2,4,3,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL9.pdbqt
CHEMBL405,AMPHETAMINE,CC(N)Cc1ccccc1,135.1,1.58,26.0,1,1,2,FAIL,MW=135.1,
CHEMBL6622,ISOSORBIDE DINITRATE,O=[N+]([O-])O[C@H]1CO[C@H]2[C@@H]1OC[C@H]2O[N+](=O)[O-],236.03,-1.06,123.2,0,8,4,FAIL,LogP=-1.06; TPSA=123.2; HBA=8,
CHEMBL6437,MIANSERIN,CN1CCN2c3ccccc3Cc3ccccc3C2C1,264.16,3.08,6.5,0,2,0,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL6437.pdbqt
CHEMBL11,IMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccccc21,280.19,3.88,6.5,0,2,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL11.pdbqt
CHEMBL406,INDAPAMIDE,CC1Cc2ccccc2N1NC(=O)c1ccc(Cl)c(S(N)(=O)=O)c1,365.06,2.08,92.5,2,4,3,FAIL,TPSA=92.5,
CHEMBL407,FLUMAZENIL,CCOC(=O)c1ncn2c1CN(C)C(=O)c1cc(F)ccc1-2,303.1,1.77,64.4,0,4,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL407.pdbqt
CHEMBL408,TROGLITAZONE,Cc1c(C)c2c(c(C)c1O)CCC(C)(COc1ccc(CC3SC(=O)NC3=O)cc1)O2,441.16,4.37,84.9,2,6,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL408.pdbqt
CHEMBL409,BICALUTAMIDE,CC(O)(CS(=O)(=O)c1ccc(F)cc1)C(=O)Nc1ccc(C#N)c(C(F)(F)F)c1,430.06,2.88,107.3,2,5,5,FAIL,TPSA=107.3,
CHEMBL12,DIAZEPAM,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21,284.07,3.15,32.7,0,2,1,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL12.pdbqt
CHEMBL13,METOPROLOL,COCCc1ccc(OCC(O)CNC(C)C)cc1,267.18,1.61,50.7,2,4,9,FAIL,RotB=9,
CHEMBL411,DIETHYLSTILBESTROL,CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1,268.15,4.83,40.5,2,2,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL411.pdbqt
CHEMBL267936,MECAMYLAMINE,CNC1(C)C2CCC(C2)C1(C)C,167.17,2.42,12.0,1,1,1,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL267936.pdbqt
CHEMBL14,CARBACHOL,C[N+](C)(C)CCOC(N)=O,147.11,-0.21,52.3,1,2,3,FAIL,MW=147.11,
CHEMBL16,PHENYTOIN,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1,252.09,1.77,58.2,2,2,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL16.pdbqt
CHEMBL413,SIROLIMUS,CO[C@H]1C[C@@H]2CC[C@@H](C)[C@@](O)(O2)C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@H]([C@H](C)C[C@@H]2CC[C@@H](O)[C@H](OC)C2)CC(=O)[C@H](C)/C=C(\C)[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C/1C,913.56,6.18,195.4,3,13,6,FAIL,MW=913.56; LogP=6.18; TPSA=195.4; HBA=13,
CHEMBL269732,TACROLIMUS ANHYDROUS,C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC,803.48,4.64,178.4,3,12,7,FAIL,MW=803.48; TPSA=178.4; HBA=12,
CHEMBL415,CLOMIPRAMINE,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,314.15,4.53,6.5,0,2,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL415.pdbqt
CHEMBL416,METHOXSALEN,COc1c2occc2cc2ccc(=O)oc12,216.04,2.55,52.6,0,4,1,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL416.pdbqt
CHEMBL17,DICHLORPHENAMIDE,NS(=O)(=O)c1cc(Cl)c(Cl)c(S(N)(=O)=O)c1,303.91,0.29,120.3,2,4,2,FAIL,TPSA=120.3,
CHEMBL18,ETHOXZOLAMIDE,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,258.01,1.34,82.3,1,5,3,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL18.pdbqt
CHEMBL417,EPIRUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1,543.17,0.0,206.1,6,12,5,FAIL,MW=543.17; TPSA=206.1; HBD=6; HBA=12,
CHEMBL19,METHAZOLAMIDE,CC(=O)/N=c1/sc(S(N)(=O)=O)nn1C,236.0,-1.42,107.4,1,5,1,FAIL,LogP=-1.42; TPSA=107.4,
CHEMBL20,ACETAZOLAMIDE,CC(=O)Nc1nnc(S(N)(=O)=O)s1,221.99,-0.86,115.0,2,6,2,FAIL,LogP=-0.86; TPSA=115.0,
CHEMBL419,MAFENIDE,NCc1ccc(S(N)(=O)=O)cc1,186.05,-0.21,86.2,2,3,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL419.pdbqt
CHEMBL21,SULFANILAMIDE,Nc1ccc(S(N)(=O)=O)cc1,172.03,-0.08,86.2,2,3,1,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL21.pdbqt
CHEMBL420,GUANABENZ,N=C(N)N/N=C/c1c(Cl)cccc1Cl,230.01,1.81,74.3,3,2,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL420.pdbqt
CHEMBL22,TRIMETHOPRIM,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,290.14,1.26,105.5,2,7,5,FAIL,TPSA=105.5,
CHEMBL6966,VERAPAMIL,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,454.28,5.09,64.0,0,6,13,FAIL,MW=454.28; LogP=5.09; RotB=13,
CHEMBL421,SULFASALAZINE,O=C(O)c1cc(/N=N/c2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,398.07,3.7,141.3,3,7,6,FAIL,TPSA=141.3,
CHEMBL6466,COUMARIN,O=c1ccc2ccccc2o1,146.04,1.79,30.2,0,2,0,FAIL,MW=146.04,
CHEMBL23,DILTIAZEM,COc1ccc([C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(C)=O)cc1,414.16,3.37,59.1,0,6,6,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL23.pdbqt
CHEMBL24,ATENOLOL,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,266.16,0.45,84.6,3,4,8,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL24.pdbqt
CHEMBL25,ASPIRIN,CC(=O)Oc1ccccc1C(=O)O,180.04,1.31,63.6,1,3,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL25.pdbqt
CHEMBL422,TRIFLUOPERAZINE,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,407.16,4.95,9.7,0,4,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL422.pdbqt
CHEMBL423,BETAXOLOL,CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1,307.21,2.39,50.7,2,4,11,FAIL,RotB=11,
CHEMBL425,OLSALAZINE,O=C(O)c1cc(/N=N/c2ccc(O)c(C(=O)O)c2)ccc1O,302.05,2.91,139.8,4,6,4,FAIL,TPSA=139.8; HBD=4,
CHEMBL27,PROPRANOLOL,CC(C)NCC(O)COc1cccc2ccccc12,259.16,2.58,41.5,2,3,6,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL27.pdbqt
CHEMBL6995,PRACTOLOL,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,266.16,1.38,70.6,3,4,7,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL6995.pdbqt
CHEMBL427,MECHLORETHAMINE,CN(CCCl)CCCl,155.03,1.4,3.2,0,1,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL427.pdbqt
CHEMBL29,PENICILLIN G,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)O,334.1,0.86,86.7,2,4,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL29.pdbqt
CHEMBL428,TROVAFLOXACIN,N[C@@H]1[C@H]2CN(c3nc4c(cc3F)c(=O)c(C(=O)O)cn4-c3ccc(F)cc3F)C[C@@H]12,416.11,1.89,101.4,2,5,3,FAIL,TPSA=101.4,
CHEMBL30,CIMETIDINE,CN/C(=N\CCSCc1nc[nH]c1C)NC#N,252.12,0.6,88.9,3,4,5,FAIL,PAINS,
CHEMBL31,GATIFLOXACIN,COc1c(N2CCNC(C)C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,375.16,1.98,83.8,2,5,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL31.pdbqt
CHEMBL429,LABETALOL,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1,328.18,2.14,95.6,4,4,8,FAIL,TPSA=95.6; HBD=4,
CHEMBL32,MOXIFLOXACIN,COc1c(N2C[C@@H]3CCCN[C@@H]3C2)c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c12,401.18,2.37,83.8,2,5,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL32.pdbqt
CHEMBL33,LEVOFLOXACIN ANHYDROUS,C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,361.14,1.54,75.0,1,5,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL33.pdbqt
CHEMBL430,GEMIFLOXACIN,CO/N=C1\CN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1CN,389.15,0.97,123.0,2,7,5,FAIL,TPSA=123.0,
CHEMBL431,SPIRAPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,466.16,2.39,95.9,2,7,9,FAIL,MW=466.16; TPSA=95.9; RotB=9,
CHEMBL433,VALPROATE SODIUM,CCCC(CCC)C(=O)O,144.12,2.29,37.3,1,1,5,FAIL,MW=144.12,
CHEMBL434,ISOPROTERENOL,CC(C)NCC(O)c1ccc(O)c(O)c1,211.12,1.13,72.7,4,4,4,FAIL,HBD=4,
CHEMBL435,HYDROCHLOROTHIAZIDE,NS(=O)(=O)c1cc2c(cc1Cl)NCNS2(=O)=O,296.96,-0.35,118.4,3,5,1,FAIL,TPSA=118.4,
CHEMBL35,FUROSEMIDE,NS(=O)(=O)c1cc(C(=O)O)c(NCc2ccco2)cc1Cl,330.01,1.89,122.6,3,5,5,FAIL,TPSA=122.6,
CHEMBL36,PYRIMETHAMINE,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,248.08,2.52,77.8,2,4,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL36.pdbqt
CHEMBL436,TOLRESTAT,COc1ccc2c(C(=S)N(C)CC(=O)O)cccc2c1C(F)(F)F,357.06,3.56,49.8,1,3,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL436.pdbqt
CHEMBL437,SULFATHIAZOLE,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,255.01,1.53,85.1,2,5,3,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL437.pdbqt
CHEMBL438,SULFAMERAZINE,Cc1ccnc(NS(=O)(=O)c2ccc(N)cc2)n1,264.07,1.17,98.0,2,5,3,FAIL,TPSA=98.0,
CHEMBL439,SULFADIAZINE,Nc1ccc(S(=O)(=O)Nc2ncccn2)cc1,250.05,0.86,98.0,2,5,3,FAIL,TPSA=98.0,
CHEMBL440,THIAMYLAL,C=CCC1(C(C)CCC)C(=O)NC(=S)NC1=O,254.11,1.52,58.2,2,3,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL440.pdbqt
CHEMBL441,THIOPENTAL,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O,242.11,1.35,58.2,2,3,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL441.pdbqt
CHEMBL268164,CYCLOBARBITAL,CCC1(C2=CCCCC2)C(=O)NC(=O)NC1=O,236.12,1.25,75.3,2,3,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL268164.pdbqt
CHEMBL442,ERGOTAMINE,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,581.26,1.99,118.2,3,6,4,FAIL,MW=581.26; TPSA=118.2,
CHEMBL38,TRETINOIN,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)C(C)(C)CCC1,300.21,5.6,37.3,1,1,5,FAIL,LogP=5.6,
CHEMBL7413,METHOHEXITAL,C=CCC1(C(C)C#CCC)C(=O)NC(=O)N(C)C1=O,262.13,1.31,66.5,1,3,3,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL7413.pdbqt
CHEMBL40,PHENOBARBITAL,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,232.08,0.7,75.3,2,3,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL40.pdbqt
CHEMBL41,FLUOXETINE,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,309.13,4.44,21.3,1,2,6,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL41.pdbqt
CHEMBL443,SULFAMETHOXAZOLE,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,253.05,1.37,98.2,2,5,3,FAIL,TPSA=98.2,
CHEMBL42,CLOZAPINE,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,326.13,3.72,30.9,1,4,0,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL42.pdbqt
CHEMBL445,NORTRIPTYLINE,CNCCC=C1c2ccccc2CCc2ccccc21,263.17,3.83,12.0,1,1,3,FAIL,PAINS,
CHEMBL446,SULFAMETHAZINE,Cc1cc(C)nc(NS(=O)(=O)c2ccc(N)cc2)n1,278.08,1.48,98.0,2,5,3,FAIL,TPSA=98.0,
CHEMBL447,SECOBARBITAL,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,238.13,1.35,75.3,2,3,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL447.pdbqt
CHEMBL448,PENTOBARBITAL,CCCC(C)C1(CC)C(=O)NC(=O)NC1=O,226.13,1.18,75.3,2,3,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL448.pdbqt
CHEMBL7568,QUINACRINE,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12,399.21,5.97,37.4,1,4,9,FAIL,LogP=5.97; RotB=9,
CHEMBL267894,AMOBARBITAL,CCC1(CCC(C)C)C(=O)NC(=O)NC1=O,226.13,1.18,75.3,2,3,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL267894.pdbqt
CHEMBL7728,HEXOBARBITAL,CN1C(=O)NC(=O)C(C)(C2=CCCCC2)C1=O,236.12,1.2,66.5,1,3,1,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL7728.pdbqt
CHEMBL449,BUTABARBITAL,CCC(C)C1(CC)C(=O)NC(=O)NC1=O,212.12,0.79,75.3,2,3,3,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL449.pdbqt
CHEMBL7863,APROBARBITAL,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,210.1,0.57,75.3,2,3,3,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL7863.pdbqt
CHEMBL450,METHARBITAL,CCC1(CC)C(=O)NC(=O)N(C)C1=O,198.1,0.5,66.5,1,3,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL450.pdbqt
CHEMBL451,CHLORDIAZEPOXIDE,CNC1=Nc2ccc(Cl)cc2C(c2ccccc2)=[N+]([O-])C1,299.08,2.95,50.5,1,3,1,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL451.pdbqt
CHEMBL266349,MELAGATRAN,N=C(N)c1ccc(CNC(=O)[C@@H]2CCN2C(=O)[C@H](NCC(=O)O)C2CCCCC2)cc1,429.24,0.81,148.6,5,5,9,FAIL,TPSA=148.6; HBD=5; RotB=9,
CHEMBL452,CLONAZEPAM,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1,315.04,3.04,84.6,1,4,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL452.pdbqt
CHEMBL453,SULFISOXAZOLE,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,267.07,1.67,98.2,2,5,3,FAIL,TPSA=98.2,
CHEMBL268869,SULFAMETHOXYPYRIDAZINE,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,280.06,0.87,107.2,2,6,4,FAIL,TPSA=107.2,
CHEMBL454,BUTALBITAL,C=CCC1(CC(C)C)C(=O)NC(=O)NC1=O,224.12,0.96,75.3,2,3,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL454.pdbqt
CHEMBL455,SULFACETAMIDE,CC(=O)NS(=O)(=O)c1ccc(N)cc1,214.04,0.09,89.3,2,4,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL455.pdbqt
CHEMBL43,AMSACRINE,COc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12,393.11,4.51,80.3,2,5,5,FAIL,PAINS,
CHEMBL456,ETHACRYNIC ACID,C=C(CC)C(=O)c1ccc(OCC(=O)O)c(Cl)c1Cl,302.01,3.61,63.6,1,3,6,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL456.pdbqt
CHEMBL267744,TICRYNAFEN,O=C(O)COc1ccc(C(=O)c2cccs2)c(Cl)c1Cl,329.95,3.75,63.6,1,4,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL267744.pdbqt
CHEMBL457,GEMFIBROZIL,Cc1ccc(C)c(OCCCC(C)(C)C(=O)O)c1,250.16,3.57,46.5,1,2,6,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL457.pdbqt
CHEMBL45,MELATONIN,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,232.12,1.86,54.1,2,2,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL45.pdbqt
CHEMBL46,ONDANSETRON,Cc1nccn1CC1CCc2c(c3ccccc3n2C)C1=O,293.15,3.13,39.8,0,2,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL46.pdbqt
CHEMBL49,BUSPIRONE,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,385.25,2.09,69.6,0,6,6,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL49.pdbqt
CHEMBL459,METHYLDOPA,C[C@](N)(Cc1ccc(O)c(O)c1)C(=O)O,211.08,0.44,103.8,4,4,3,FAIL,TPSA=103.8; HBD=4,
CHEMBL460,MOLINDONE,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,276.18,1.96,45.3,1,3,3,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL460.pdbqt
CHEMBL53,APOMORPHINE,CN1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,267.13,2.85,43.7,2,3,0,FAIL,PAINS,
CHEMBL54,HALOPERIDOL,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1,375.14,4.43,40.5,1,3,6,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL54.pdbqt
CHEMBL55,PENTAMIDINE,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,340.19,2.88,118.2,4,4,10,FAIL,TPSA=118.2; HBD=4; RotB=10,
CHEMBL463,AMINOHIPPURIC ACID,Nc1ccc(C(=O)NCC(=O)O)cc1,194.07,0.08,92.4,3,3,3,FAIL,TPSA=92.4,
CHEMBL464,ETRETINATE,CCOC(=O)/C=C(C)/C=C/C=C(C)/C=C/c1c(C)cc(OC)c(C)c1C,354.22,5.65,35.5,0,3,7,FAIL,LogP=5.65,
CHEMBL57,NEVIRAPINE,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,266.12,2.65,58.1,1,4,1,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL57.pdbqt
CHEMBL465,DRONABINOL,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,314.22,5.74,29.5,1,2,4,FAIL,LogP=5.74,
CHEMBL58,MITOXANTRONE,O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21,444.2,-0.14,163.2,8,10,12,FAIL,TPSA=163.2; HBD=8; HBA=10; RotB=12,
CHEMBL59,DOPAMINE,NCCc1ccc(O)c(O)c1,153.08,0.6,66.5,3,3,2,FAIL,PAINS,
CHEMBL467,HYDROXYUREA,NC(=O)NO,76.03,-0.96,75.4,3,2,0,FAIL,MW=76.03; LogP=-0.96,
CHEMBL61,PODOFILOX,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,414.13,2.41,92.7,1,8,4,FAIL,TPSA=92.7; HBA=8,
CHEMBL64,ISONIAZID,NNC(=O)c1ccncc1,137.06,-0.31,68.0,2,3,1,FAIL,MW=137.06,
CHEMBL468,THALIDOMIDE,O=C1CCC(N2C(=O)c3ccccc3C2=O)C(=O)N1,258.06,0.09,83.6,1,4,1,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL468.pdbqt
CHEMBL469,KETOROLAC,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,255.09,2.29,59.3,1,2,3,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL469.pdbqt
CHEMBL471,SOTALOL,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,272.12,1.09,78.4,3,4,6,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL471.pdbqt
CHEMBL472,GLYBURIDE,COc1ccc(Cl)cc1C(=O)NCCc1ccc(S(=O)(=O)NC(=O)NC2CCCCC2)cc1,493.14,3.64,113.6,3,5,8,FAIL,MW=493.14; TPSA=113.6,
CHEMBL9225,HEXESTROL,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,270.16,4.79,40.5,2,2,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL9225.pdbqt
CHEMBL473,DOFETILIDE,CN(CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,441.14,1.98,104.8,2,6,11,FAIL,TPSA=104.8; RotB=11,
CHEMBL476,DACARBAZINE,CN(C)/N=N/c1[nH]cnc1C(N)=O,182.09,0.07,99.7,2,4,3,FAIL,TPSA=99.7,
CHEMBL477,ADENOSINE,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,267.1,-1.98,139.5,4,8,2,FAIL,LogP=-1.98; TPSA=139.5; HBD=4; HBA=8,
CHEMBL479,THIORIDAZINE,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,370.15,5.89,6.5,0,4,4,FAIL,LogP=5.89,
CHEMBL480,LANSOPRAZOLE,Cc1c(OCC(F)(F)F)ccnc1C[S+]([O-])c1nc2ccccc2[nH]1,369.08,3.52,73.9,1,4,5,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL480.pdbqt
CHEMBL481,IRINOTECAN,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC,586.28,4.09,114.2,1,8,4,FAIL,MW=586.28; TPSA=114.2; HBA=8,
CHEMBL70,MORPHINE,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,285.14,1.2,52.9,2,4,0,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL70.pdbqt
CHEMBL485,CODEINE,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,299.15,1.5,41.9,1,4,1,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL485.pdbqt
CHEMBL71,CHLORPROMAZINE,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,318.1,4.89,6.5,0,3,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL71.pdbqt
CHEMBL72,DESIPRAMINE,CNCCCN1c2ccccc2CCc2ccccc21,266.18,3.53,15.3,1,2,4,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL72.pdbqt
CHEMBL488,AMINOGLUTETHIMIDE,CCC1(c2ccc(N)cc2)CCC(=O)NC1=O,232.12,1.35,72.2,2,3,2,PASS,,04_virtual_screening/ligands/pdbqt/CHEMBL488.pdbqt
CHEMBL74,CROMOLYN SODIUM,O=C(O)c1cc(=O)c2c(OCC(O)COc3cccc4oc(C(=O)O)cc(=O)c34)cccc2o1,468.07,2.11,173.7,3,9,8,FAIL,MW=468.07; TPSA=173.7; HBA=9,
