system,group_id,n_replicas,best_tier,persistence,mean_score,mean_drugg,mean_volume,cx,cy,cz,runs
S5_CD2AP_SH3-1,5,3,Tier2,0.0546,0.2542,0.0656,299.2,29.04,28.65,19.88,"1,2,3"
S5_CD2AP_SH3-1,1,3,Tier2,0.0544,0.286,0.0773,317.2,27.03,26.15,36.6,"1,2,3"
S5_CD2AP_SH3-1,0,2,Tier2,0.0539,0.2788,0.071,315.0,26.34,20.78,28.71,"1,3"
S5_CD2AP_SH3-1,3,2,Tier2,0.0515,0.2379,0.0715,303.9,32.74,36.65,29.05,"1,2"
