system,group_id,n_replicas,best_tier,persistence,mean_score,mean_drugg,mean_volume,cx,cy,cz,runs
S1_BIN1_BAR,28,3,Tier2,0.0793,-0.0447,0.1158,486.2,81.84,71.23,74.61,"1,2,3"
S1_BIN1_BAR,43,3,Tier2,0.0789,0.0078,0.076,380.5,85.83,83.09,76.8,"1,2,3"
S1_BIN1_BAR,101,3,Tier2,0.076,-0.0089,0.1083,474.8,78.15,80.5,70.76,"1,2,3"
S1_BIN1_BAR,95,3,Tier2,0.0706,-0.001,0.1109,397.3,67.21,77.14,69.99,"1,2,3"
S1_BIN1_BAR,84,3,Tier2,0.0699,-0.0373,0.0932,433.6,84.36,73.22,65.44,"1,2,3"
